AverageTemperature,City,Year,Month
24.614,Acapulco,1999,3
24.877,Acapulco,1999,4
27.02,Acapulco,1999,5
27.729,Acapulco,1999,6
27.563,Acapulco,1999,7
27.469,Acapulco,1999,8
26.856,Acapulco,1999,9
26.641,Acapulco,1999,10
26.403,Acapulco,1999,11
24.892,Acapulco,1999,12
24.78,Acapulco,2000,1
25.123,Acapulco,2000,2
24.392,Acapulco,2000,3
24.742,Acapulco,2000,4
26.188,Acapulco,2000,5
27.215,Acapulco,2000,6
28.012,Acapulco,2000,7
27.698,Acapulco,2000,8
26.819,Acapulco,2000,9
27.62,Acapulco,2000,10
27.486,Acapulco,2000,11
26.434,Acapulco,2000,12
25.886,Acapulco,2001,1
25.863,Acapulco,2001,2
24.099,Acapulco,2001,3
24.615,Acapulco,2001,4
26.294,Acapulco,2001,5
27.598,Acapulco,2001,6
28.006,Acapulco,2001,7
28.487,Acapulco,2001,8
27.036,Acapulco,2001,9
27.734,Acapulco,2001,10
26.848,Acapulco,2001,11
26.314,Acapulco,2001,12
25.615,Acapulco,2002,1
25.944,Acapulco,2002,2
25.961,Acapulco,2002,3
26.366,Acapulco,2002,4
27.563,Acapulco,2002,5
27.548,Acapulco,2002,6
27.899,Acapulco,2002,7
28.012,Acapulco,2002,8
27.138,Acapulco,2002,9
27.96,Acapulco,2002,10
26.671,Acapulco,2002,11
26.278,Acapulco,2002,12
26.226,Acapulco,2003,1
25.758,Acapulco,2003,2
24.233,Acapulco,2003,3
26.064,Acapulco,2003,4
27.346,Acapulco,2003,5
27.063,Acapulco,2003,6
28.266,Acapulco,2003,7
27.958,Acapulco,2003,8
27.611,Acapulco,2003,9
27.661,Acapulco,2003,10
28.307,Acapulco,2003,11
26.163,Acapulco,2003,12
25.182,Acapulco,2004,1
25.214,Acapulco,2004,2
26.532,Acapulco,2004,3
25.996,Acapulco,2004,4
27.54,Acapulco,2004,5
27.798,Acapulco,2004,6
28.012,Acapulco,2004,7
28.405,Acapulco,2004,8
27.549,Acapulco,2004,9
27.59,Acapulco,2004,10
27.617,Acapulco,2004,11
26.375,Acapulco,2004,12
26.283,Acapulco,2005,1
26.287,Acapulco,2005,2
24.379,Acapulco,2005,3
26.225,Acapulco,2005,4
27.075,Acapulco,2005,5
27.962,Acapulco,2005,6
28.111,Acapulco,2005,7
27.938,Acapulco,2005,8
27.824,Acapulco,2005,9
26.987,Acapulco,2005,10
26.955,Acapulco,2005,11
26.269,Acapulco,2005,12
25.751,Acapulco,2006,1
25.571,Acapulco,2006,2
25.281,Acapulco,2006,3
25.882,Acapulco,2006,4
26.935,Acapulco,2006,5
27.691,Acapulco,2006,6
28.224,Acapulco,2006,7
28.302,Acapulco,2006,8
27.532,Acapulco,2006,9
27.561,Acapulco,2006,10
26.661,Acapulco,2006,11
26.033,Acapulco,2006,12
26.213,Acapulco,2007,1
25.487,Acapulco,2007,2
25.597,Acapulco,2007,3
25.719,Acapulco,2007,4
26.926,Acapulco,2007,5
28.255,Acapulco,2007,6
28.021,Acapulco,2007,7
27.524,Acapulco,2007,8
27.448,Acapulco,2007,9
27.268,Acapulco,2007,10
26.892,Acapulco,2007,11
25.965,Acapulco,2007,12
25.27,Acapulco,2008,1
24.475,Acapulco,2008,2
24.434,Acapulco,2008,3
25.753,Acapulco,2008,4
27.015,Acapulco,2008,5
27.512,Acapulco,2008,6
27.171,Acapulco,2008,7
27.51,Acapulco,2008,8
27.356,Acapulco,2008,9
27.344,Acapulco,2008,10
26.775,Acapulco,2008,11
25.541,Acapulco,2008,12
26.038,Acapulco,2009,1
25.98,Acapulco,2009,2
25.567,Acapulco,2009,3
25.574,Acapulco,2009,4
27.243,Acapulco,2009,5
28.152,Acapulco,2009,6
28.598,Acapulco,2009,7
28.53,Acapulco,2009,8
27.848,Acapulco,2009,9
27.809,Acapulco,2009,10
27.218,Acapulco,2009,11
26.47,Acapulco,2009,12
25.713,Acapulco,2010,1
24.99,Acapulco,2010,2
25.386,Acapulco,2010,3
25.624,Acapulco,2010,4
27.434,Acapulco,2010,5
28.44,Acapulco,2010,6
27.912,Acapulco,2010,7
27.703,Acapulco,2010,8
27.224,Acapulco,2010,9
27.852,Acapulco,2010,10
26.581,Acapulco,2010,11
25.19,Acapulco,2010,12
25.306,Acapulco,2011,1
25.386,Acapulco,2011,2
25.156,Acapulco,2011,3
26.169,Acapulco,2011,4
28.467,Acapulco,2011,5
28.486,Acapulco,2011,6
27.619,Acapulco,2011,7
28.004,Acapulco,2011,8
27.803,Acapulco,2011,9
27.422,Acapulco,2011,10
27.189,Acapulco,2011,11
26.13,Acapulco,2011,12
25.62,Acapulco,2012,1
25.367,Acapulco,2012,2
25.437,Acapulco,2012,3
24.83,Acapulco,2012,4
27.455,Acapulco,2012,5
27.931,Acapulco,2012,6
27.896,Acapulco,2012,7
27.69,Acapulco,2012,8
27.825,Acapulco,2012,9
27.981,Acapulco,2012,10
27.092,Acapulco,2012,11
26.73,Acapulco,2012,12
26.085,Acapulco,2013,1
25.745,Acapulco,2013,2
25.125,Acapulco,2013,3
25.61,Acapulco,2013,4
26.628,Acapulco,2013,5
28.092,Acapulco,2013,6
27.885,Acapulco,2013,7
27.725,Acapulco,2013,8
28.51,Acapulco,2013,9
28.122,Acuña,1823,6
28.983,Acuña,1823,7
27.885,Acuña,1823,8
23.527,Acuña,1823,9
,Acuña,1823,10
,Acuña,1823,11
,Acuña,1823,12
,Acuña,1824,1
,Acuña,1824,2
,Acuña,1824,3
,Acuña,1824,4
,Acuña,1824,5
,Acuña,1824,6
,Acuña,1824,7
28.27,Acuña,1824,8
,Acuña,1824,9
,Acuña,1824,10
,Acuña,1824,11
,Acuña,1824,12
9.647,Acuña,1825,1
11.981,Acuña,1825,2
15.871,Acuña,1825,3
20.933,Acuña,1825,4
24.142,Acuña,1825,5
27.787,Acuña,1825,6
28.798,Acuña,1825,7
28.094,Acuña,1825,8
24.856,Acuña,1825,9
18.995,Acuña,1825,10
14.86,Acuña,1825,11
8.719,Acuña,1825,12
8.155,Acuña,1826,1
10.154,Acuña,1826,2
15.847,Acuña,1826,3
20.165,Acuña,1826,4
25.139,Acuña,1826,5
27.207,Acuña,1826,6
29.076,Acuña,1826,7
27.42,Acuña,1826,8
23.954,Acuña,1826,9
19.398,Acuña,1826,10
14.196,Acuña,1826,11
10.338,Acuña,1826,12
9.807,Acuña,1827,1
13.316,Acuña,1827,2
16.892,Acuña,1827,3
20.713,Acuña,1827,4
24.82,Acuña,1827,5
27.898,Acuña,1827,6
29.525,Acuña,1827,7
28.653,Acuña,1827,8
24.529,Acuña,1827,9
19.052,Acuña,1827,10
14.464,Acuña,1827,11
8.757,Acuña,1827,12
7.64,Acuña,1828,1
10.406,Acuña,1828,2
15.489,Acuña,1828,3
19.785,Acuña,1828,4
24.23,Acuña,1828,5
28.415,Acuña,1828,6
29.498,Acuña,1828,7
28.451,Acuña,1828,8
23.43,Acuña,1828,9
19.525,Acuña,1828,10
14.093,Acuña,1828,11
10.266,Acuña,1828,12
9.003,Acuña,1829,1
9.561,Acuña,1829,2
14.889,Acuña,1829,3
19.534,Acuña,1829,4
24.845,Acuña,1829,5
27.608,Acuña,1829,6
29.333,Acuña,1829,7
28.461,Acuña,1829,8
24.264,Acuña,1829,9
19.912,Acuña,1829,10
12.297,Acuña,1829,11
9.442,Acuña,1829,12
9.645,Acuña,1830,1
12.653,Acuña,1830,2
15.277,Acuña,1830,3
20.318,Acuña,1830,4
23.714,Acuña,1830,5
27.388,Acuña,1830,6
30.24,Acuña,1830,7
28.418,Acuña,1830,8
24.017,Acuña,1830,9
19.294,Acuña,1830,10
15.616,Acuña,1830,11
9.958,Acuña,1830,12
7.495,Acuña,1831,1
9.998,Acuña,1831,2
14.988,Acuña,1831,3
19.246,Acuña,1831,4
23.944,Acuña,1831,5
27.384,Acuña,1831,6
28.575,Acuña,1831,7
27.292,Acuña,1831,8
23.114,Acuña,1831,9
18.705,Acuña,1831,10
12.154,Acuña,1831,11
7.704,Acuña,1831,12
8.549,Acuña,1832,1
10.587,Acuña,1832,2
15.85,Acuña,1832,3
20.501,Acuña,1832,4
23.596,Acuña,1832,5
27.348,Acuña,1832,6
28.73,Acuña,1832,7
26.537,Acuña,1832,8
23.89,Acuña,1832,9
19.529,Acuña,1832,10
12.605,Acuña,1832,11
8.563,Acuña,1832,12
9.525,Acuña,1833,1
11.868,Acuña,1833,2
15.298,Acuña,1833,3
19.791,Acuña,1833,4
23.798,Acuña,1833,5
27.284,Acuña,1833,6
28.736,Acuña,1833,7
28.139,Acuña,1833,8
25.003,Acuña,1833,9
18.24,Acuña,1833,10
15.094,Acuña,1833,11
9.944,Acuña,1833,12
,Acuña,1834,1
12.131,Acuña,1834,2
16.11,Acuña,1834,3
20.236,Acuña,1834,4
24.666,Acuña,1834,5
27.193,Acuña,1834,6
29.182,Acuña,1834,7
28.411,Acuña,1834,8
24.776,Acuña,1834,9
19.585,Acuña,1834,10
14.81,Acuña,1834,11
10.041,Acuña,1834,12
9.745,Acuña,1835,1
8.456,Acuña,1835,2
13.72,Acuña,1835,3
18.976,Acuña,1835,4
23.396,Acuña,1835,5
26.46,Acuña,1835,6
27.153,Acuña,1835,7
26.66,Acuña,1835,8
22.789,Acuña,1835,9
17.458,Acuña,1835,10
10.655,Acuña,1835,11
7.94,Acuña,1835,12
8.588,Acuña,1836,1
11.066,Acuña,1836,2
14.128,Acuña,1836,3
19.841,Acuña,1836,4
23.239,Acuña,1836,5
26.104,Acuña,1836,6
27.932,Acuña,1836,7
27.13,Acuña,1836,8
24.014,Acuña,1836,9
17.479,Acuña,1836,10
11.433,Acuña,1836,11
7.82,Acuña,1836,12
8.783,Acuña,1837,1
11.128,Acuña,1837,2
14.0,Acuña,1837,3
17.661,Acuña,1837,4
22.587,Acuña,1837,5
26.628,Acuña,1837,6
28.895,Acuña,1837,7
28.204,Acuña,1837,8
24.112,Acuña,1837,9
18.497,Acuña,1837,10
14.216,Acuña,1837,11
9.17,Acuña,1837,12
6.678,Acuña,1838,1
6.889,Acuña,1838,2
15.244,Acuña,1838,3
20.38,Acuña,1838,4
22.08,Acuña,1838,5
27.586,Acuña,1838,6
28.922,Acuña,1838,7
28.002,Acuña,1838,8
23.9,Acuña,1838,9
17.885,Acuña,1838,10
11.235,Acuña,1838,11
7.574,Acuña,1838,12
9.72,Acuña,1839,1
10.663,Acuña,1839,2
13.977,Acuña,1839,3
21.718,Acuña,1839,4
23.777,Acuña,1839,5
27.247,Acuña,1839,6
28.835,Acuña,1839,7
27.75,Acuña,1839,8
24.2,Acuña,1839,9
19.609,Acuña,1839,10
10.797,Acuña,1839,11
6.782,Acuña,1839,12
8.813,Acuña,1840,1
11.551,Acuña,1840,2
15.664,Acuña,1840,3
20.183,Acuña,1840,4
23.266,Acuña,1840,5
27.491,Acuña,1840,6
28.532,Acuña,1840,7
27.718,Acuña,1840,8
23.906,Acuña,1840,9
18.129,Acuña,1840,10
11.48,Acuña,1840,11
8.893,Acuña,1840,12
7.177,Acuña,1841,1
10.839,Acuña,1841,2
14.716,Acuña,1841,3
20.12,Acuña,1841,4
24.07,Acuña,1841,5
27.101,Acuña,1841,6
29.563,Acuña,1841,7
27.817,Acuña,1841,8
24.008,Acuña,1841,9
18.737,Acuña,1841,10
12.813,Acuña,1841,11
9.424,Acuña,1841,12
9.7,Acuña,1842,1
11.352,Acuña,1842,2
18.346,Acuña,1842,3
20.632,Acuña,1842,4
24.215,Acuña,1842,5
26.932,Acuña,1842,6
27.685,Acuña,1842,7
27.002,Acuña,1842,8
24.379,Acuña,1842,9
19.044,Acuña,1842,10
11.543,Acuña,1842,11
8.95,Acuña,1842,12
9.788,Acuña,1843,1
10.799,Acuña,1843,2
14.403,Acuña,1843,3
20.194,Acuña,1843,4
23.814,Acuña,1843,5
26.695,Acuña,1843,6
28.029,Acuña,1843,7
27.111,Acuña,1843,8
24.983,Acuña,1843,9
17.968,Acuña,1843,10
13.93,Acuña,1843,11
10.203,Acuña,1843,12
9.605,Acuña,1844,1
11.991,Acuña,1844,2
15.314,Acuña,1844,3
20.558,Acuña,1844,4
23.663,Acuña,1844,5
26.709,Acuña,1844,6
28.838,Acuña,1844,7
27.492,Acuña,1844,8
23.614,Acuña,1844,9
18.88,Acuña,1844,10
12.707,Acuña,1844,11
8.001,Acuña,1844,12
10.281,Acuña,1845,1
11.539,Acuña,1845,2
15.164,Acuña,1845,3
20.458,Acuña,1845,4
23.759,Acuña,1845,5
26.93,Acuña,1845,6
28.691,Acuña,1845,7
27.813,Acuña,1845,8
24.725,Acuña,1845,9
17.851,Acuña,1845,10
12.334,Acuña,1845,11
6.745,Acuña,1845,12
9.913,Acuña,1846,1
10.868,Acuña,1846,2
16.635,Acuña,1846,3
19.216,Acuña,1846,4
24.444,Acuña,1846,5
27.005,Acuña,1846,6
29.111,Acuña,1846,7
27.69,Acuña,1846,8
25.236,Acuña,1846,9
18.576,Acuña,1846,10
13.904,Acuña,1846,11
11.13,Acuña,1846,12
7.033,Acuña,1847,1
11.272,Acuña,1847,2
13.531,Acuña,1847,3
20.787,Acuña,1847,4
22.974,Acuña,1847,5
26.873,Acuña,1847,6
28.25,Acuña,1847,7
27.401,Acuña,1847,8
24.489,Acuña,1847,9
19.147,Acuña,1847,10
12.952,Acuña,1847,11
8.229,Acuña,1847,12
8.796,Acuña,1848,1
12.473,Acuña,1848,2
15.332,Acuña,1848,3
19.156,Acuña,1848,4
24.146,Acuña,1848,5
26.468,Acuña,1848,6
28.318,Acuña,1848,7
27.899,Acuña,1848,8
23.713,Acuña,1848,9
19.409,Acuña,1848,10
11.222,Acuña,1848,11
7.809,Acuña,1848,12
9.246,Acuña,1849,1
10.852,Acuña,1849,2
16.667,Acuña,1849,3
20.533,Acuña,1849,4
23.063,Acuña,1849,5
28.199,Acuña,1849,6
28.762,Acuña,1849,7
28.783,Acuña,1849,8
25.64,Acuña,1849,9
17.158,Acuña,1849,10
13.356,Acuña,1849,11
8.841,Acuña,1849,12
11.016,Acuña,1850,1
11.268,Acuña,1850,2
15.428,Acuña,1850,3
18.391,Acuña,1850,4
21.972,Acuña,1850,5
26.246,Acuña,1850,6
28.379,Acuña,1850,7
29.535,Acuña,1850,8
26.432,Acuña,1850,9
20.167,Acuña,1850,10
13.265,Acuña,1850,11
6.084,Acuña,1850,12
9.373,Acuña,1851,1
10.696,Acuña,1851,2
15.22,Acuña,1851,3
19.965,Acuña,1851,4
25.06,Acuña,1851,5
28.393,Acuña,1851,6
28.901,Acuña,1851,7
29.292,Acuña,1851,8
25.898,Acuña,1851,9
19.334,Acuña,1851,10
12.022,Acuña,1851,11
8.38,Acuña,1851,12
5.772,Acuña,1852,1
13.605,Acuña,1852,2
15.565,Acuña,1852,3
19.314,Acuña,1852,4
24.966,Acuña,1852,5
27.322,Acuña,1852,6
28.458,Acuña,1852,7
28.669,Acuña,1852,8
24.411,Acuña,1852,9
18.665,Acuña,1852,10
11.321,Acuña,1852,11
9.157,Acuña,1852,12
7.208,Acuña,1853,1
8.906,Acuña,1853,2
13.842,Acuña,1853,3
20.584,Acuña,1853,4
24.278,Acuña,1853,5
26.624,Acuña,1853,6
28.586,Acuña,1853,7
26.893,Acuña,1853,8
24.723,Acuña,1853,9
17.646,Acuña,1853,10
13.937,Acuña,1853,11
8.59,Acuña,1853,12
7.571,Acuña,1854,1
11.425,Acuña,1854,2
17.262,Acuña,1854,3
19.548,Acuña,1854,4
23.442,Acuña,1854,5
26.973,Acuña,1854,6
28.071,Acuña,1854,7
27.759,Acuña,1854,8
25.016,Acuña,1854,9
20.746,Acuña,1854,10
12.655,Acuña,1854,11
7.536,Acuña,1854,12
8.499,Acuña,1855,1
9.463,Acuña,1855,2
13.501,Acuña,1855,3
20.77,Acuña,1855,4
26.162,Acuña,1855,5
27.043,Acuña,1855,6
27.815,Acuña,1855,7
27.372,Acuña,1855,8
24.409,Acuña,1855,9
17.653,Acuña,1855,10
13.223,Acuña,1855,11
8.428,Acuña,1855,12
3.842,Acuña,1856,1
9.216,Acuña,1856,2
14.267,Acuña,1856,3
21.345,Acuña,1856,4
24.75,Acuña,1856,5
29.6,Acuña,1856,6
29.53,Acuña,1856,7
30.305,Acuña,1856,8
24.127,Acuña,1856,9
18.594,Acuña,1856,10
11.089,Acuña,1856,11
6.83,Acuña,1856,12
6.68,Acuña,1857,1
13.841,Acuña,1857,2
15.683,Acuña,1857,3
16.658,Acuña,1857,4
23.627,Acuña,1857,5
28.325,Acuña,1857,6
29.539,Acuña,1857,7
29.068,Acuña,1857,8
24.078,Acuña,1857,9
17.958,Acuña,1857,10
13.178,Acuña,1857,11
9.543,Acuña,1857,12
9.904,Acuña,1858,1
10.457,Acuña,1858,2
16.702,Acuña,1858,3
20.87,Acuña,1858,4
24.832,Acuña,1858,5
26.597,Acuña,1858,6
29.494,Acuña,1858,7
28.432,Acuña,1858,8
24.528,Acuña,1858,9
21.439,Acuña,1858,10
11.243,Acuña,1858,11
9.302,Acuña,1858,12
8.616,Acuña,1859,1
13.847,Acuña,1859,2
16.509,Acuña,1859,3
20.033,Acuña,1859,4
26.235,Acuña,1859,5
29.153,Acuña,1859,6
28.76,Acuña,1859,7
29.417,Acuña,1859,8
24.089,Acuña,1859,9
18.141,Acuña,1859,10
14.995,Acuña,1859,11
4.927,Acuña,1859,12
8.182,Acuña,1860,1
9.901,Acuña,1860,2
15.767,Acuña,1860,3
20.613,Acuña,1860,4
25.752,Acuña,1860,5
29.203,Acuña,1860,6
30.337,Acuña,1860,7
27.786,Acuña,1860,8
24.633,Acuña,1860,9
19.443,Acuña,1860,10
11.574,Acuña,1860,11
8.104,Acuña,1860,12
6.959,Acuña,1861,1
10.546,Acuña,1861,2
15.622,Acuña,1861,3
20.585,Acuña,1861,4
24.491,Acuña,1861,5
29.492,Acuña,1861,6
29.796,Acuña,1861,7
28.436,Acuña,1861,8
25.834,Acuña,1861,9
19.331,Acuña,1861,10
15.455,Acuña,1861,11
11.825,Acuña,1861,12
10.673,Acuña,1862,1
10.484,Acuña,1862,2
15.056,Acuña,1862,3
19.891,Acuña,1862,4
24.678,Acuña,1862,5
28.023,Acuña,1862,6
29.916,Acuña,1862,7
29.322,Acuña,1862,8
25.625,Acuña,1862,9
19.423,Acuña,1862,10
13.65,Acuña,1862,11
9.74,Acuña,1862,12
8.764,Acuña,1863,1
11.326,Acuña,1863,2
17.523,Acuña,1863,3
21.428,Acuña,1863,4
23.751,Acuña,1863,5
27.54,Acuña,1863,6
28.821,Acuña,1863,7
28.652,Acuña,1863,8
26.469,Acuña,1863,9
18.572,Acuña,1863,10
12.577,Acuña,1863,11
7.687,Acuña,1863,12
7.057,Acuña,1864,1
11.487,Acuña,1864,2
14.0,Acuña,1864,3
19.324,Acuña,1864,4
24.382,Acuña,1864,5
27.951,Acuña,1864,6
28.976,Acuña,1864,7
28.939,Acuña,1864,8
26.772,Acuña,1864,9
17.86,Acuña,1864,10
12.515,Acuña,1864,11
9.625,Acuña,1864,12
8.005,Acuña,1865,1
11.505,Acuña,1865,2
15.165,Acuña,1865,3
19.528,Acuña,1865,4
24.935,Acuña,1865,5
28.356,Acuña,1865,6
28.653,Acuña,1865,7
28.89,Acuña,1865,8
26.241,Acuña,1865,9
18.832,Acuña,1865,10
13.688,Acuña,1865,11
8.05,Acuña,1865,12
9.34,Acuña,1866,1
10.819,Acuña,1866,2
16.382,Acuña,1866,3
20.925,Acuña,1866,4
23.857,Acuña,1866,5
26.991,Acuña,1866,6
28.945,Acuña,1866,7
28.93,Acuña,1866,8
25.121,Acuña,1866,9
19.729,Acuña,1866,10
13.339,Acuña,1866,11
8.727,Acuña,1866,12
9.033,Acuña,1867,1
12.373,Acuña,1867,2
14.529,Acuña,1867,3
20.867,Acuña,1867,4
24.312,Acuña,1867,5
28.592,Acuña,1867,6
29.209,Acuña,1867,7
29.164,Acuña,1867,8
27.149,Acuña,1867,9
20.829,Acuña,1867,10
14.784,Acuña,1867,11
13.406,Acuña,1867,12
8.717,Acuña,1868,1
11.851,Acuña,1868,2
17.281,Acuña,1868,3
20.243,Acuña,1868,4
24.229,Acuña,1868,5
28.803,Acuña,1868,6
28.578,Acuña,1868,7
27.922,Acuña,1868,8
25.335,Acuña,1868,9
19.704,Acuña,1868,10
11.79,Acuña,1868,11
7.732,Acuña,1868,12
7.944,Acuña,1869,1
10.693,Acuña,1869,2
15.624,Acuña,1869,3
19.318,Acuña,1869,4
23.414,Acuña,1869,5
26.709,Acuña,1869,6
28.929,Acuña,1869,7
28.906,Acuña,1869,8
25.332,Acuña,1869,9
17.612,Acuña,1869,10
14.739,Acuña,1869,11
7.086,Acuña,1869,12
9.609,Acuña,1870,1
12.801,Acuña,1870,2
15.948,Acuña,1870,3
20.566,Acuña,1870,4
25.707,Acuña,1870,5
27.769,Acuña,1870,6
28.941,Acuña,1870,7
27.923,Acuña,1870,8
26.077,Acuña,1870,9
19.946,Acuña,1870,10
14.333,Acuña,1870,11
7.025,Acuña,1870,12
8.913,Acuña,1871,1
12.159,Acuña,1871,2
15.818,Acuña,1871,3
20.27,Acuña,1871,4
23.992,Acuña,1871,5
28.272,Acuña,1871,6
29.698,Acuña,1871,7
30.208,Acuña,1871,8
25.809,Acuña,1871,9
19.197,Acuña,1871,10
13.132,Acuña,1871,11
9.795,Acuña,1871,12
6.032,Acuña,1872,1
11.962,Acuña,1872,2
15.862,Acuña,1872,3
20.98,Acuña,1872,4
26.073,Acuña,1872,5
28.361,Acuña,1872,6
28.754,Acuña,1872,7
28.37,Acuña,1872,8
25.873,Acuña,1872,9
18.919,Acuña,1872,10
10.351,Acuña,1872,11
7.757,Acuña,1872,12
6.76,Acuña,1873,1
11.93,Acuña,1873,2
16.733,Acuña,1873,3
18.576,Acuña,1873,4
24.653,Acuña,1873,5
26.597,Acuña,1873,6
28.389,Acuña,1873,7
27.971,Acuña,1873,8
25.184,Acuña,1873,9
19.348,Acuña,1873,10
12.832,Acuña,1873,11
10.019,Acuña,1873,12
9.279,Acuña,1874,1
12.007,Acuña,1874,2
16.711,Acuña,1874,3
17.601,Acuña,1874,4
24.338,Acuña,1874,5
27.792,Acuña,1874,6
28.954,Acuña,1874,7
30.484,Acuña,1874,8
24.379,Acuña,1874,9
20.162,Acuña,1874,10
14.925,Acuña,1874,11
9.842,Acuña,1874,12
5.619,Acuña,1875,1
11.117,Acuña,1875,2
15.118,Acuña,1875,3
19.04,Acuña,1875,4
24.744,Acuña,1875,5
28.454,Acuña,1875,6
28.771,Acuña,1875,7
27.987,Acuña,1875,8
24.044,Acuña,1875,9
19.359,Acuña,1875,10
14.189,Acuña,1875,11
11.087,Acuña,1875,12
10.787,Acuña,1876,1
12.312,Acuña,1876,2
14.517,Acuña,1876,3
20.579,Acuña,1876,4
23.998,Acuña,1876,5
26.857,Acuña,1876,6
28.624,Acuña,1876,7
28.845,Acuña,1876,8
24.918,Acuña,1876,9
19.386,Acuña,1876,10
11.973,Acuña,1876,11
6.074,Acuña,1876,12
7.48,Acuña,1877,1
10.217,Acuña,1877,2
16.093,Acuña,1877,3
18.934,Acuña,1877,4
23.815,Acuña,1877,5
27.555,Acuña,1877,6
28.501,Acuña,1877,7
29.295,Acuña,1877,8
25.557,Acuña,1877,9
19.822,Acuña,1877,10
11.326,Acuña,1877,11
10.038,Acuña,1877,12
7.747,Acuña,1878,1
10.955,Acuña,1878,2
15.992,Acuña,1878,3
20.417,Acuña,1878,4
23.934,Acuña,1878,5
27.778,Acuña,1878,6
28.186,Acuña,1878,7
28.094,Acuña,1878,8
24.089,Acuña,1878,9
19.854,Acuña,1878,10
13.949,Acuña,1878,11
6.683,Acuña,1878,12
9.026,Acuña,1879,1
11.184,Acuña,1879,2
18.839,Acuña,1879,3
20.341,Acuña,1879,4
26.573,Acuña,1879,5
27.386,Acuña,1879,6
30.465,Acuña,1879,7
26.745,Acuña,1879,8
24.267,Acuña,1879,9
19.518,Acuña,1879,10
14.845,Acuña,1879,11
11.215,Acuña,1879,12
12.585,Acuña,1880,1
10.655,Acuña,1880,2
15.014,Acuña,1880,3
20.849,Acuña,1880,4
25.192,Acuña,1880,5
28.155,Acuña,1880,6
27.489,Acuña,1880,7
25.707,Acuña,1880,8
23.834,Acuña,1880,9
17.289,Acuña,1880,10
8.943,Acuña,1880,11
8.27,Acuña,1880,12
4.473,Acuña,1881,1
10.121,Acuña,1881,2
15.366,Acuña,1881,3
20.395,Acuña,1881,4
23.593,Acuña,1881,5
28.906,Acuña,1881,6
29.422,Acuña,1881,7
28.722,Acuña,1881,8
25.559,Acuña,1881,9
20.634,Acuña,1881,10
11.904,Acuña,1881,11
9.98,Acuña,1881,12
9.46,Acuña,1882,1
12.982,Acuña,1882,2
16.235,Acuña,1882,3
20.212,Acuña,1882,4
22.797,Acuña,1882,5
27.357,Acuña,1882,6
28.204,Acuña,1882,7
25.753,Acuña,1882,8
23.246,Acuña,1882,9
19.813,Acuña,1882,10
13.274,Acuña,1882,11
8.133,Acuña,1882,12
6.511,Acuña,1883,1
9.509,Acuña,1883,2
15.018,Acuña,1883,3
19.667,Acuña,1883,4
24.358,Acuña,1883,5
27.946,Acuña,1883,6
28.343,Acuña,1883,7
28.209,Acuña,1883,8
24.468,Acuña,1883,9
20.043,Acuña,1883,10
13.562,Acuña,1883,11
10.361,Acuña,1883,12
5.84,Acuña,1884,1
11.98,Acuña,1884,2
16.138,Acuña,1884,3
18.464,Acuña,1884,4
22.784,Acuña,1884,5
27.09,Acuña,1884,6
30.199,Acuña,1884,7
28.216,Acuña,1884,8
26.308,Acuña,1884,9
19.88,Acuña,1884,10
13.011,Acuña,1884,11
8.758,Acuña,1884,12
7.32,Acuña,1885,1
10.51,Acuña,1885,2
14.808,Acuña,1885,3
20.638,Acuña,1885,4
22.816,Acuña,1885,5
27.602,Acuña,1885,6
28.224,Acuña,1885,7
28.221,Acuña,1885,8
24.775,Acuña,1885,9
18.22,Acuña,1885,10
14.179,Acuña,1885,11
9.936,Acuña,1885,12
5.589,Acuña,1886,1
11.131,Acuña,1886,2
14.683,Acuña,1886,3
19.573,Acuña,1886,4
26.073,Acuña,1886,5
27.48,Acuña,1886,6
29.51,Acuña,1886,7
28.96,Acuña,1886,8
24.819,Acuña,1886,9
19.396,Acuña,1886,10
12.152,Acuña,1886,11
8.888,Acuña,1886,12
8.579,Acuña,1887,1
12.12,Acuña,1887,2
16.999,Acuña,1887,3
20.104,Acuña,1887,4
24.078,Acuña,1887,5
27.217,Acuña,1887,6
28.654,Acuña,1887,7
28.4,Acuña,1887,8
25.082,Acuña,1887,9
18.169,Acuña,1887,10
13.245,Acuña,1887,11
6.406,Acuña,1887,12
6.533,Acuña,1888,1
11.658,Acuña,1888,2
13.536,Acuña,1888,3
21.057,Acuña,1888,4
23.32,Acuña,1888,5
27.157,Acuña,1888,6
28.476,Acuña,1888,7
27.83,Acuña,1888,8
24.032,Acuña,1888,9
19.891,Acuña,1888,10
11.622,Acuña,1888,11
10.062,Acuña,1888,12
8.086,Acuña,1889,1
10.415,Acuña,1889,2
14.057,Acuña,1889,3
20.198,Acuña,1889,4
23.616,Acuña,1889,5
26.622,Acuña,1889,6
27.745,Acuña,1889,7
27.739,Acuña,1889,8
22.762,Acuña,1889,9
19.036,Acuña,1889,10
11.019,Acuña,1889,11
14.621,Acuña,1889,12
11.504,Acuña,1890,1
13.686,Acuña,1890,2
16.352,Acuña,1890,3
19.71,Acuña,1890,4
23.983,Acuña,1890,5
25.783,Acuña,1890,6
28.403,Acuña,1890,7
27.882,Acuña,1890,8
24.112,Acuña,1890,9
19.478,Acuña,1890,10
13.69,Acuña,1890,11
10.974,Acuña,1890,12
7.692,Acuña,1891,1
11.876,Acuña,1891,2
13.177,Acuña,1891,3
