AverageTemperature,City,Year,Month
27.169,Acapulco,1921,7
27.292,Acapulco,1921,8
26.856,Acapulco,1921,9
26.658,Acapulco,1921,10
26.94,Acapulco,1921,11
26.399,Acapulco,1921,12
25.516,Acapulco,1922,1
25.335,Acapulco,1922,2
25.042,Acapulco,1922,3
25.345,Acapulco,1922,4
26.812,Acapulco,1922,5
26.814,Acapulco,1922,6
27.74,Acapulco,1922,7
27.313,Acapulco,1922,8
26.808,Acapulco,1922,9
26.402,Acapulco,1922,10
27.036,Acapulco,1922,11
26.143,Acapulco,1922,12
25.392,Acapulco,1923,1
24.678,Acapulco,1923,2
24.487,Acapulco,1923,3
24.89,Acapulco,1923,4
26.775,Acapulco,1923,5
27.076,Acapulco,1923,6
27.287,Acapulco,1923,7
27.614,Acapulco,1923,8
27.679,Acapulco,1923,9
26.288,Acapulco,1923,10
26.96,Acapulco,1923,11
26.362,Acapulco,1923,12
25.296,Acapulco,1924,1
24.537,Acapulco,1924,2
24.759,Acapulco,1924,3
25.205,Acapulco,1924,4
26.054,Acapulco,1924,5
26.592,Acapulco,1924,6
27.458,Acapulco,1924,7
27.462,Acapulco,1924,8
26.581,Acapulco,1924,9
26.554,Acapulco,1924,10
25.924,Acapulco,1924,11
26.037,Acapulco,1924,12
24.771,Acapulco,1925,1
24.338,Acapulco,1925,2
24.148,Acapulco,1925,3
24.965,Acapulco,1925,4
25.823,Acapulco,1925,5
26.666,Acapulco,1925,6
27.444,Acapulco,1925,7
27.79,Acapulco,1925,8
26.922,Acapulco,1925,9
27.481,Acapulco,1925,10
26.858,Acapulco,1925,11
24.661,Acapulco,1925,12
24.801,Acapulco,1926,1
24.315,Acapulco,1926,2
25.099,Acapulco,1926,3
24.284,Acapulco,1926,4
26.093,Acapulco,1926,5
27.482,Acapulco,1926,6
27.605,Acapulco,1926,7
27.582,Acapulco,1926,8
26.712,Acapulco,1926,9
27.296,Acapulco,1926,10
26.484,Acapulco,1926,11
26.033,Acapulco,1926,12
24.39,Acapulco,1927,1
24.358,Acapulco,1927,2
24.393,Acapulco,1927,3
24.507,Acapulco,1927,4
26.951,Acapulco,1927,5
26.653,Acapulco,1927,6
27.517,Acapulco,1927,7
27.394,Acapulco,1927,8
26.338,Acapulco,1927,9
26.686,Acapulco,1927,10
26.441,Acapulco,1927,11
26.085,Acapulco,1927,12
25.095,Acapulco,1928,1
25.194,Acapulco,1928,2
24.273,Acapulco,1928,3
25.011,Acapulco,1928,4
26.402,Acapulco,1928,5
27.705,Acapulco,1928,6
27.695,Acapulco,1928,7
27.87,Acapulco,1928,8
26.943,Acapulco,1928,9
27.285,Acapulco,1928,10
26.566,Acapulco,1928,11
26.082,Acapulco,1928,12
24.883,Acapulco,1929,1
24.713,Acapulco,1929,2
23.901,Acapulco,1929,3
24.929,Acapulco,1929,4
26.383,Acapulco,1929,5
27.201,Acapulco,1929,6
27.257,Acapulco,1929,7
27.078,Acapulco,1929,8
27.024,Acapulco,1929,9
26.647,Acapulco,1929,10
27.883,Acapulco,1929,11
26.745,Acapulco,1929,12
26.448,Acapulco,1930,1
25.006,Acapulco,1930,2
24.849,Acapulco,1930,3
23.878,Acapulco,1930,4
26.701,Acapulco,1930,5
27.11,Acapulco,1930,6
27.46,Acapulco,1930,7
27.73,Acapulco,1930,8
27.821,Acapulco,1930,9
27.16,Acapulco,1930,10
26.75,Acapulco,1930,11
26.629,Acapulco,1930,12
25.302,Acapulco,1931,1
24.813,Acapulco,1931,2
24.778,Acapulco,1931,3
24.524,Acapulco,1931,4
25.916,Acapulco,1931,5
27.122,Acapulco,1931,6
27.073,Acapulco,1931,7
27.507,Acapulco,1931,8
26.224,Acapulco,1931,9
27.112,Acapulco,1931,10
26.33,Acapulco,1931,11
26.397,Acapulco,1931,12
25.093,Acapulco,1932,1
25.037,Acapulco,1932,2
23.888,Acapulco,1932,3
24.284,Acapulco,1932,4
26.715,Acapulco,1932,5
27.904,Acapulco,1932,6
27.476,Acapulco,1932,7
27.638,Acapulco,1932,8
27.409,Acapulco,1932,9
26.899,Acapulco,1932,10
25.563,Acapulco,1932,11
26.135,Acapulco,1932,12
25.406,Acapulco,1933,1
25.767,Acapulco,1933,2
25.071,Acapulco,1933,3
25.785,Acapulco,1933,4
27.364,Acapulco,1933,5
28.207,Acapulco,1933,6
28.195,Acapulco,1933,7
27.2,Acapulco,1933,8
26.599,Acapulco,1933,9
26.374,Acapulco,1933,10
26.168,Acapulco,1933,11
25.445,Acapulco,1933,12
25.671,Acapulco,1934,1
25.286,Acapulco,1934,2
23.299,Acapulco,1934,3
23.889,Acapulco,1934,4
25.541,Acapulco,1934,5
27.485,Acapulco,1934,6
27.851,Acapulco,1934,7
27.594,Acapulco,1934,8
26.91,Acapulco,1934,9
26.618,Acapulco,1934,10
26.273,Acapulco,1934,11
26.64,Acapulco,1934,12
24.592,Acapulco,1935,1
23.013,Acapulco,1935,2
23.859,Acapulco,1935,3
24.257,Acapulco,1935,4
26.251,Acapulco,1935,5
26.31,Acapulco,1935,6
27.351,Acapulco,1935,7
26.978,Acapulco,1935,8
27.025,Acapulco,1935,9
26.885,Acapulco,1935,10
27.042,Acapulco,1935,11
26.067,Acapulco,1935,12
26.108,Acapulco,1936,1
25.102,Acapulco,1936,2
24.955,Acapulco,1936,3
24.647,Acapulco,1936,4
25.807,Acapulco,1936,5
28.183,Acapulco,1936,6
27.386,Acapulco,1936,7
27.691,Acapulco,1936,8
26.915,Acapulco,1936,9
27.048,Acapulco,1936,10
27.271,Acapulco,1936,11
26.178,Acapulco,1936,12
26.89,Acapulco,1937,1
25.838,Acapulco,1937,2
25.052,Acapulco,1937,3
24.853,Acapulco,1937,4
26.139,Acapulco,1937,5
26.848,Acapulco,1937,6
27.349,Acapulco,1937,7
27.729,Acapulco,1937,8
27.251,Acapulco,1937,9
27.335,Acapulco,1937,10
26.962,Acapulco,1937,11
26.167,Acapulco,1937,12
25.171,Acapulco,1938,1
24.819,Acapulco,1938,2
24.804,Acapulco,1938,3
24.36,Acapulco,1938,4
26.135,Acapulco,1938,5
26.887,Acapulco,1938,6
27.108,Acapulco,1938,7
27.74,Acapulco,1938,8
27.007,Acapulco,1938,9
26.67,Acapulco,1938,10
27.145,Acapulco,1938,11
25.302,Acapulco,1938,12
25.188,Acapulco,1939,1
24.74,Acapulco,1939,2
24.157,Acapulco,1939,3
24.447,Acapulco,1939,4
25.996,Acapulco,1939,5
26.953,Acapulco,1939,6
27.404,Acapulco,1939,7
27.557,Acapulco,1939,8
26.885,Acapulco,1939,9
27.328,Acapulco,1939,10
26.128,Acapulco,1939,11
25.91,Acapulco,1939,12
24.688,Acapulco,1940,1
24.87,Acapulco,1940,2
24.09,Acapulco,1940,3
25.177,Acapulco,1940,4
26.719,Acapulco,1940,5
27.948,Acapulco,1940,6
28.259,Acapulco,1940,7
28.12,Acapulco,1940,8
27.637,Acapulco,1940,9
28.128,Acapulco,1940,10
27.458,Acapulco,1940,11
26.107,Acapulco,1940,12
25.357,Acapulco,1941,1
25.077,Acapulco,1941,2
24.871,Acapulco,1941,3
25.817,Acapulco,1941,4
26.787,Acapulco,1941,5
27.914,Acapulco,1941,6
28.018,Acapulco,1941,7
28.342,Acapulco,1941,8
27.183,Acapulco,1941,9
27.392,Acapulco,1941,10
27.129,Acapulco,1941,11
26.813,Acapulco,1941,12
25.333,Acapulco,1942,1
25.981,Acapulco,1942,2
24.675,Acapulco,1942,3
25.112,Acapulco,1942,4
27.478,Acapulco,1942,5
27.814,Acapulco,1942,6
27.926,Acapulco,1942,7
27.202,Acapulco,1942,8
26.82,Acapulco,1942,9
27.36,Acapulco,1942,10
27.017,Acapulco,1942,11
26.176,Acapulco,1942,12
25.436,Acapulco,1943,1
24.432,Acapulco,1943,2
24.006,Acapulco,1943,3
25.061,Acapulco,1943,4
26.914,Acapulco,1943,5
26.873,Acapulco,1943,6
28.233,Acapulco,1943,7
27.445,Acapulco,1943,8
27.595,Acapulco,1943,9
26.873,Acapulco,1943,10
26.154,Acapulco,1943,11
25.766,Acapulco,1943,12
25.162,Acapulco,1944,1
25.302,Acapulco,1944,2
24.369,Acapulco,1944,3
24.795,Acapulco,1944,4
26.745,Acapulco,1944,5
27.978,Acapulco,1944,6
28.277,Acapulco,1944,7
27.794,Acapulco,1944,8
27.12,Acapulco,1944,9
26.315,Acapulco,1944,10
27.645,Acapulco,1944,11
25.917,Acapulco,1944,12
25.683,Acapulco,1945,1
25.18,Acapulco,1945,2
24.568,Acapulco,1945,3
24.87,Acapulco,1945,4
26.658,Acapulco,1945,5
28.784,Acapulco,1945,6
28.47,Acapulco,1945,7
27.837,Acapulco,1945,8
27.769,Acapulco,1945,9
26.699,Acapulco,1945,10
26.887,Acapulco,1945,11
26.608,Acapulco,1945,12
25.358,Acapulco,1946,1
25.726,Acapulco,1946,2
25.345,Acapulco,1946,3
25.316,Acapulco,1946,4
27.491,Acapulco,1946,5
27.676,Acapulco,1946,6
28.178,Acapulco,1946,7
27.947,Acapulco,1946,8
28.028,Acapulco,1946,9
27.258,Acapulco,1946,10
27.452,Acapulco,1946,11
26.224,Acapulco,1946,12
26.13,Acapulco,1947,1
25.63,Acapulco,1947,2
25.316,Acapulco,1947,3
25.421,Acapulco,1947,4
26.163,Acapulco,1947,5
27.759,Acapulco,1947,6
28.295,Acapulco,1947,7
27.54,Acapulco,1947,8
27.067,Acapulco,1947,9
27.682,Acapulco,1947,10
27.196,Acapulco,1947,11
25.803,Acapulco,1947,12
25.181,Acapulco,1948,1
26.3,Acapulco,1948,2
25.684,Acapulco,1948,3
25.254,Acapulco,1948,4
27.198,Acapulco,1948,5
27.924,Acapulco,1948,6
27.878,Acapulco,1948,7
28.136,Acapulco,1948,8
27.396,Acapulco,1948,9
27.486,Acapulco,1948,10
28.21,Acapulco,1948,11
27.266,Acapulco,1948,12
25.587,Acapulco,1949,1
25.667,Acapulco,1949,2
25.475,Acapulco,1949,3
24.599,Acapulco,1949,4
27.008,Acapulco,1949,5
27.449,Acapulco,1949,6
27.962,Acapulco,1949,7
28.361,Acapulco,1949,8
27.473,Acapulco,1949,9
27.563,Acapulco,1949,10
25.989,Acapulco,1949,11
26.137,Acapulco,1949,12
25.87,Acapulco,1950,1
25.137,Acapulco,1950,2
24.953,Acapulco,1950,3
24.797,Acapulco,1950,4
26.887,Acapulco,1950,5
27.433,Acapulco,1950,6
27.149,Acapulco,1950,7
28.022,Acapulco,1950,8
27.284,Acapulco,1950,9
26.514,Acapulco,1950,10
26.615,Acapulco,1950,11
24.803,Acapulco,1950,12
24.746,Acapulco,1951,1
24.664,Acapulco,1951,2
24.815,Acapulco,1951,3
25.422,Acapulco,1951,4
26.763,Acapulco,1951,5
27.917,Acapulco,1951,6
27.729,Acapulco,1951,7
28.143,Acapulco,1951,8
27.209,Acapulco,1951,9
27.918,Acapulco,1951,10
28.102,Acapulco,1951,11
27.318,Acapulco,1951,12
26.594,Acapulco,1952,1
25.855,Acapulco,1952,2
25.576,Acapulco,1952,3
26.156,Acapulco,1952,4
26.937,Acapulco,1952,5
26.874,Acapulco,1952,6
27.691,Acapulco,1952,7
27.902,Acapulco,1952,8
26.834,Acapulco,1952,9
26.159,Acapulco,1952,10
27.262,Acapulco,1952,11
25.769,Acapulco,1952,12
24.577,Acapulco,1953,1
25.24,Acapulco,1953,2
25.363,Acapulco,1953,3
25.573,Acapulco,1953,4
26.559,Acapulco,1953,5
27.614,Acapulco,1953,6
27.835,Acapulco,1953,7
28.305,Acapulco,1953,8
27.477,Acapulco,1953,9
27.18,Acapulco,1953,10
26.43,Acapulco,1953,11
26.051,Acapulco,1953,12
25.8,Acapulco,1954,1
25.598,Acapulco,1954,2
25.06,Acapulco,1954,3
25.255,Acapulco,1954,4
26.135,Acapulco,1954,5
26.962,Acapulco,1954,6
27.123,Acapulco,1954,7
27.437,Acapulco,1954,8
26.848,Acapulco,1954,9
26.507,Acapulco,1954,10
26.321,Acapulco,1954,11
25.214,Acapulco,1954,12
24.584,Acapulco,1955,1
23.971,Acapulco,1955,2
24.834,Acapulco,1955,3
25.016,Acapulco,1955,4
26.695,Acapulco,1955,5
27.412,Acapulco,1955,6
26.385,Acapulco,1955,7
27.1,Acapulco,1955,8
25.912,Acapulco,1955,9
26.111,Acapulco,1955,10
26.701,Acapulco,1955,11
24.98,Acapulco,1955,12
23.66,Acapulco,1956,1
24.457,Acapulco,1956,2
24.414,Acapulco,1956,3
24.985,Acapulco,1956,4
26.241,Acapulco,1956,5
26.39,Acapulco,1956,6
27.136,Acapulco,1956,7
27.594,Acapulco,1956,8
26.647,Acapulco,1956,9
27.097,Acapulco,1956,10
26.734,Acapulco,1956,11
25.869,Acapulco,1956,12
25.599,Acapulco,1957,1
25.441,Acapulco,1957,2
24.195,Acapulco,1957,3
24.977,Acapulco,1957,4
26.758,Acapulco,1957,5
27.965,Acapulco,1957,6
28.101,Acapulco,1957,7
28.166,Acapulco,1957,8
27.198,Acapulco,1957,9
27.309,Acapulco,1957,10
27.928,Acapulco,1957,11
26.344,Acapulco,1957,12
23.74,Acapulco,1958,1
24.113,Acapulco,1958,2
25.155,Acapulco,1958,3
25.766,Acapulco,1958,4
27.123,Acapulco,1958,5
27.915,Acapulco,1958,6
27.878,Acapulco,1958,7
27.782,Acapulco,1958,8
27.024,Acapulco,1958,9
27.493,Acapulco,1958,10
26.674,Acapulco,1958,11
26.423,Acapulco,1958,12
25.451,Acapulco,1959,1
25.904,Acapulco,1959,2
25.417,Acapulco,1959,3
25.788,Acapulco,1959,4
27.298,Acapulco,1959,5
27.25,Acapulco,1959,6
27.674,Acapulco,1959,7
27.61,Acapulco,1959,8
27.426,Acapulco,1959,9
27.0,Acapulco,1959,10
26.851,Acapulco,1959,11
25.614,Acapulco,1959,12
25.674,Acapulco,1960,1
23.89,Acapulco,1960,2
24.476,Acapulco,1960,3
24.221,Acapulco,1960,4
26.529,Acapulco,1960,5
27.957,Acapulco,1960,6
27.623,Acapulco,1960,7
27.785,Acapulco,1960,8
27.075,Acapulco,1960,9
27.358,Acapulco,1960,10
27.209,Acapulco,1960,11
26.035,Acapulco,1960,12
25.687,Acapulco,1961,1
24.722,Acapulco,1961,2
24.498,Acapulco,1961,3
25.109,Acapulco,1961,4
27.196,Acapulco,1961,5
27.302,Acapulco,1961,6
27.56,Acapulco,1961,7
28.055,Acapulco,1961,8
26.947,Acapulco,1961,9
27.817,Acapulco,1961,10
26.389,Acapulco,1961,11
25.573,Acapulco,1961,12
25.138,Acapulco,1962,1
25.097,Acapulco,1962,2
24.206,Acapulco,1962,3
24.725,Acapulco,1962,4
26.974,Acapulco,1962,5
27.68,Acapulco,1962,6
28.212,Acapulco,1962,7
28.103,Acapulco,1962,8
27.18,Acapulco,1962,9
27.415,Acapulco,1962,10
26.782,Acapulco,1962,11
26.342,Acapulco,1962,12
25.622,Acapulco,1963,1
24.138,Acapulco,1963,2
25.409,Acapulco,1963,3
25.67,Acapulco,1963,4
27.064,Acapulco,1963,5
27.818,Acapulco,1963,6
27.439,Acapulco,1963,7
28.038,Acapulco,1963,8
27.54,Acapulco,1963,9
27.276,Acapulco,1963,10
27.016,Acapulco,1963,11
26.322,Acapulco,1963,12
25.67,Acapulco,1964,1
25.181,Acapulco,1964,2
25.439,Acapulco,1964,3
25.784,Acapulco,1964,4
26.479,Acapulco,1964,5
26.804,Acapulco,1964,6
27.444,Acapulco,1964,7
27.692,Acapulco,1964,8
27.262,Acapulco,1964,9
26.878,Acapulco,1964,10
27.09,Acapulco,1964,11
25.291,Acapulco,1964,12
24.598,Acapulco,1965,1
24.035,Acapulco,1965,2
24.456,Acapulco,1965,3
25.407,Acapulco,1965,4
26.976,Acapulco,1965,5
27.668,Acapulco,1965,6
27.974,Acapulco,1965,7
27.433,Acapulco,1965,8
27.574,Acapulco,1965,9
26.99,Acapulco,1965,10
27.687,Acapulco,1965,11
26.564,Acapulco,1965,12
25.376,Acapulco,1966,1
25.373,Acapulco,1966,2
24.95,Acapulco,1966,3
24.502,Acapulco,1966,4
26.963,Acapulco,1966,5
27.638,Acapulco,1966,6
28.0,Acapulco,1966,7
27.681,Acapulco,1966,8
27.342,Acapulco,1966,9
26.795,Acapulco,1966,10
26.388,Acapulco,1966,11
25.376,Acapulco,1966,12
24.51,Acapulco,1967,1
24.281,Acapulco,1967,2
24.817,Acapulco,1967,3
25.207,Acapulco,1967,4
26.686,Acapulco,1967,5
27.402,Acapulco,1967,6
28.038,Acapulco,1967,7
27.591,Acapulco,1967,8
26.832,Acapulco,1967,9
26.88,Acapulco,1967,10
27.153,Acapulco,1967,11
25.984,Acapulco,1967,12
25.406,Acapulco,1968,1
23.904,Acapulco,1968,2
23.423,Acapulco,1968,3
24.726,Acapulco,1968,4
25.948,Acapulco,1968,5
26.503,Acapulco,1968,6
27.613,Acapulco,1968,7
27.931,Acapulco,1968,8
27.412,Acapulco,1968,9
27.177,Acapulco,1968,10
26.76,Acapulco,1968,11
26.379,Acapulco,1968,12
25.339,Acapulco,1969,1
25.416,Acapulco,1969,2
25.314,Acapulco,1969,3
25.633,Acapulco,1969,4
27.098,Acapulco,1969,5
28.707,Acapulco,1969,6
28.262,Acapulco,1969,7
26.855,Acapulco,1969,8
27.166,Acapulco,1969,9
27.324,Acapulco,1969,10
27.261,Acapulco,1969,11
26.144,Acapulco,1969,12
25.035,Acapulco,1970,1
25.343,Acapulco,1970,2
24.447,Acapulco,1970,3
25.406,Acapulco,1970,4
26.396,Acapulco,1970,5
27.825,Acapulco,1970,6
27.414,Acapulco,1970,7
27.525,Acapulco,1970,8
26.827,Acapulco,1970,9
27.757,Acapulco,1970,10
26.362,Acapulco,1970,11
25.313,Acapulco,1970,12
24.878,Acapulco,1971,1
23.86,Acapulco,1971,2
24.63,Acapulco,1971,3
23.818,Acapulco,1971,4
26.026,Acapulco,1971,5
26.919,Acapulco,1971,6
27.475,Acapulco,1971,7
27.015,Acapulco,1971,8
26.72,Acapulco,1971,9
27.101,Acapulco,1971,10
26.843,Acapulco,1971,11
26.1,Acapulco,1971,12
25.255,Acapulco,1972,1
23.924,Acapulco,1972,2
24.508,Acapulco,1972,3
25.413,Acapulco,1972,4
27.226,Acapulco,1972,5
27.06,Acapulco,1972,6
27.992,Acapulco,1972,7
27.717,Acapulco,1972,8
27.593,Acapulco,1972,9
27.776,Acapulco,1972,10
28.127,Acapulco,1972,11
26.624,Acapulco,1972,12
25.687,Acapulco,1973,1
25.754,Acapulco,1973,2
25.124,Acapulco,1973,3
25.49,Acapulco,1973,4
26.755,Acapulco,1973,5
27.15,Acapulco,1973,6
27.403,Acapulco,1973,7
27.173,Acapulco,1973,8
26.669,Acapulco,1973,9
26.553,Acapulco,1973,10
26.593,Acapulco,1973,11
24.825,Acapulco,1973,12
25.121,Acapulco,1974,1
24.601,Acapulco,1974,2
24.504,Acapulco,1974,3
25.191,Acapulco,1974,4
25.697,Acapulco,1974,5
26.37,Acapulco,1974,6
26.662,Acapulco,1974,7
27.422,Acapulco,1974,8
26.541,Acapulco,1974,9
26.802,Acapulco,1974,10
26.609,Acapulco,1974,11
25.937,Acapulco,1974,12
24.981,Acapulco,1975,1
24.964,Acapulco,1975,2
24.86,Acapulco,1975,3
25.401,Acapulco,1975,4
26.515,Acapulco,1975,5
26.687,Acapulco,1975,6
26.464,Acapulco,1975,7
27.186,Acapulco,1975,8
26.323,Acapulco,1975,9
26.536,Acapulco,1975,10
26.748,Acapulco,1975,11
25.387,Acapulco,1975,12
24.925,Acapulco,1976,1
24.264,Acapulco,1976,2
24.265,Acapulco,1976,3
24.998,Acapulco,1976,4
26.94,Acapulco,1976,5
27.461,Acapulco,1976,6
27.876,Acapulco,1976,7
27.845,Acapulco,1976,8
27.86,Acapulco,1976,9
27.073,Acapulco,1976,10
26.357,Acapulco,1976,11
26.518,Acapulco,1976,12
25.569,Acapulco,1977,1
25.129,Acapulco,1977,2
24.972,Acapulco,1977,3
24.828,Acapulco,1977,4
26.545,Acapulco,1977,5
27.621,Acapulco,1977,6
28.249,Acapulco,1977,7
27.873,Acapulco,1977,8
27.676,Acapulco,1977,9
27.592,Acapulco,1977,10
26.998,Acapulco,1977,11
26.106,Acapulco,1977,12
25.38,Acapulco,1978,1
24.797,Acapulco,1978,2
24.814,Acapulco,1978,3
25.669,Acapulco,1978,4
26.002,Acapulco,1978,5
27.232,Acapulco,1978,6
27.405,Acapulco,1978,7
27.694,Acapulco,1978,8
26.698,Acapulco,1978,9
26.792,Acapulco,1978,10
26.976,Acapulco,1978,11
26.388,Acapulco,1978,12
25.236,Acapulco,1979,1
25.303,Acapulco,1979,2
24.997,Acapulco,1979,3
25.146,Acapulco,1979,4
26.154,Acapulco,1979,5
27.41,Acapulco,1979,6
27.772,Acapulco,1979,7
27.677,Acapulco,1979,8
26.597,Acapulco,1979,9
27.061,Acapulco,1979,10
26.516,Acapulco,1979,11
26.628,Acapulco,1979,12
24.961,Acapulco,1980,1
25.081,Acapulco,1980,2
25.063,Acapulco,1980,3
25.92,Acapulco,1980,4
27.422,Acapulco,1980,5
28.489,Acapulco,1980,6
28.17,Acapulco,1980,7
27.173,Acapulco,1980,8
27.089,Acapulco,1980,9
27.569,Acapulco,1980,10
27.035,Acapulco,1980,11
26.284,Acapulco,1980,12
24.086,Acapulco,1981,1
24.761,Acapulco,1981,2
24.439,Acapulco,1981,3
25.248,Acapulco,1981,4
25.785,Acapulco,1981,5
26.401,Acapulco,1981,6
27.258,Acapulco,1981,7
27.057,Acapulco,1981,8
27.24,Acapulco,1981,9
27.067,Acapulco,1981,10
26.656,Acapulco,1981,11
26.137,Acapulco,1981,12
25.113,Acapulco,1982,1
25.42,Acapulco,1982,2
25.103,Acapulco,1982,3
26.482,Acapulco,1982,4
27.298,Acapulco,1982,5
27.916,Acapulco,1982,6
27.86,Acapulco,1982,7
28.519,Acapulco,1982,8
27.414,Acapulco,1982,9
26.974,Acapulco,1982,10
27.061,Acapulco,1982,11
25.904,Acapulco,1982,12
25.14,Acapulco,1983,1
23.751,Acapulco,1983,2
23.615,Acapulco,1983,3
24.596,Acapulco,1983,4
27.377,Acapulco,1983,5
28.487,Acapulco,1983,6
28.075,Acapulco,1983,7
28.328,Acapulco,1983,8
27.11,Acapulco,1983,9
27.291,Acapulco,1983,10
27.171,Acapulco,1983,11
26.274,Acapulco,1983,12
25.263,Acapulco,1984,1
24.68,Acapulco,1984,2
24.922,Acapulco,1984,3
25.212,Acapulco,1984,4
26.904,Acapulco,1984,5
27.121,Acapulco,1984,6
26.647,Acapulco,1984,7
26.896,Acapulco,1984,8
25.798,Acapulco,1984,9
27.304,Acapulco,1984,10
26.37,Acapulco,1984,11
25.709,Acapulco,1984,12
24.804,Acapulco,1985,1
23.957,Acapulco,1985,2
24.656,Acapulco,1985,3
24.049,Acapulco,1985,4
26.141,Acapulco,1985,5
27.303,Acapulco,1985,6
27.136,Acapulco,1985,7
27.334,Acapulco,1985,8
27.443,Acapulco,1985,9
27.322,Acapulco,1985,10
26.718,Acapulco,1985,11
26.232,Acapulco,1985,12
24.862,Acapulco,1986,1
24.635,Acapulco,1986,2
23.221,Acapulco,1986,3
24.948,Acapulco,1986,4
26.085,Acapulco,1986,5
26.811,Acapulco,1986,6
27.58,Acapulco,1986,7
27.809,Acapulco,1986,8
27.403,Acapulco,1986,9
27.184,Acapulco,1986,10
27.3,Acapulco,1986,11
26.694,Acapulco,1986,12
25.196,Acapulco,1987,1
25.17,Acapulco,1987,2
24.554,Acapulco,1987,3
25.18,Acapulco,1987,4
26.347,Acapulco,1987,5
28.125,Acapulco,1987,6
27.45,Acapulco,1987,7
27.894,Acapulco,1987,8
27.989,Acapulco,1987,9
27.684,Acapulco,1987,10
27.42,Acapulco,1987,11
26.793,Acapulco,1987,12
25.711,Acapulco,1988,1
25.365,Acapulco,1988,2
24.998,Acapulco,1988,3
25.133,Acapulco,1988,4
25.942,Acapulco,1988,5
26.637,Acapulco,1988,6
27.672,Acapulco,1988,7
27.125,Acapulco,1988,8
26.584,Acapulco,1988,9
27.332,Acapulco,1988,10
26.651,Acapulco,1988,11
26.0,Acapulco,1988,12
25.525,Acapulco,1989,1
25.141,Acapulco,1989,2
23.71,Acapulco,1989,3
24.148,Acapulco,1989,4
26.656,Acapulco,1989,5
27.504,Acapulco,1989,6
27.802,Acapulco,1989,7
27.463,Acapulco,1989,8
26.385,Acapulco,1989,9
26.951,Acapulco,1989,10
27.529,Acapulco,1989,11
25.779,Acapulco,1989,12
25.696,Acapulco,1990,1
25.249,Acapulco,1990,2
25.541,Acapulco,1990,3
26.414,Acapulco,1990,4
27.922,Acapulco,1990,5
27.775,Acapulco,1990,6
27.522,Acapulco,1990,7
28.041,Acapulco,1990,8
27.436,Acapulco,1990,9
27.446,Acapulco,1990,10
27.53,Acapulco,1990,11
26.489,Acapulco,1990,12
25.322,Acapulco,1991,1
25.693,Acapulco,1991,2
24.933,Acapulco,1991,3
25.268,Acapulco,1991,4
27.117,Acapulco,1991,5
27.656,Acapulco,1991,6
28.209,Acapulco,1991,7
28.208,Acapulco,1991,8
27.101,Acapulco,1991,9
27.006,Acapulco,1991,10
26.889,Acapulco,1991,11
26.424,Acapulco,1991,12
24.973,Acapulco,1992,1
23.774,Acapulco,1992,2
25.682,Acapulco,1992,3
25.859,Acapulco,1992,4
27.543,Acapulco,1992,5
28.387,Acapulco,1992,6
27.729,Acapulco,1992,7
27.723,Acapulco,1992,8
27.168,Acapulco,1992,9
26.695,Acapulco,1992,10
26.878,Acapulco,1992,11
26.409,Acapulco,1992,12
25.863,Acapulco,1993,1
25.38,Acapulco,1993,2
25.004,Acapulco,1993,3
24.646,Acapulco,1993,4
26.432,Acapulco,1993,5
27.718,Acapulco,1993,6
27.371,Acapulco,1993,7
27.59,Acapulco,1993,8
27.011,Acapulco,1993,9
27.756,Acapulco,1993,10
27.56,Acapulco,1993,11
26.36,Acapulco,1993,12
25.996,Acapulco,1994,1
25.795,Acapulco,1994,2
25.245,Acapulco,1994,3
25.046,Acapulco,1994,4
27.005,Acapulco,1994,5
27.963,Acapulco,1994,6
28.59,Acapulco,1994,7
27.545,Acapulco,1994,8
27.791,Acapulco,1994,9
27.566,Acapulco,1994,10
27.883,Acapulco,1994,11
27.389,Acapulco,1994,12
26.355,Acapulco,1995,1
26.338,Acapulco,1995,2
25.354,Acapulco,1995,3
25.04,Acapulco,1995,4
26.987,Acapulco,1995,5
27.976,Acapulco,1995,6
28.241,Acapulco,1995,7
27.34,Acapulco,1995,8
27.636,Acapulco,1995,9
27.576,Acapulco,1995,10
27.674,Acapulco,1995,11
26.312,Acapulco,1995,12
24.726,Acapulco,1996,1
24.938,Acapulco,1996,2
24.272,Acapulco,1996,3
24.722,Acapulco,1996,4
27.321,Acapulco,1996,5
27.211,Acapulco,1996,6
27.604,Acapulco,1996,7
27.37,Acapulco,1996,8
28.037,Acapulco,1996,9
27.163,Acapulco,1996,10
27.205,Acapulco,1996,11
26.245,Acapulco,1996,12
25.152,Acapulco,1997,1
25.591,Acapulco,1997,2
25.701,Acapulco,1997,3
25.405,Acapulco,1997,4
27.183,Acapulco,1997,5
28.173,Acapulco,1997,6
28.748,Acapulco,1997,7
28.749,Acapulco,1997,8
27.642,Acapulco,1997,9
26.923,Acapulco,1997,10
27.588,Acapulco,1997,11
26.558,Acapulco,1997,12
25.125,Acapulco,1998,1
24.414,Acapulco,1998,2
25.437,Acapulco,1998,3
25.667,Acapulco,1998,4
26.554,Acapulco,1998,5
28.958,Acapulco,1998,6
28.029,Acapulco,1998,7
28.307,Acapulco,1998,8
26.882,Acapulco,1998,9
27.839,Acapulco,1998,10
27.802,Acapulco,1998,11
26.67,Acapulco,1998,12
24.954,Acapulco,1999,1
25.304,Acapulco,1999,2
